Date,Open,High,Low,Close,Adj Close,Volume
2022-01-31,5.365500,5.395800,5.282676,5.362600,5.362600,0
2022-02-01,5.303100,5.313705,5.271400,5.303100,5.303100,0
2022-02-02,5.264700,5.311900,5.255267,5.264500,5.264500,0
2022-02-03,5.261500,5.319600,5.258240,5.260900,5.260900,0
2022-02-04,5.282800,5.348600,5.277500,5.282900,5.282900,0
2022-02-07,5.326200,5.343000,5.276800,5.326900,5.326900,0
2022-02-08,5.262800,5.284900,5.251000,5.262600,5.262600,0
2022-02-09,5.256489,5.288000,5.232774,5.258400,5.258400,0
2022-02-10,5.231429,5.244600,5.170000,5.234500,5.234500,0
2022-02-11,5.248600,5.251200,5.182800,5.248700,5.248700,0
2022-02-14,5.250500,5.263300,5.195300,5.249956,5.249956,0
2022-02-15,5.213700,5.219900,5.166288,5.214000,5.214000,0
2022-02-16,5.158000,5.184725,5.143800,5.157900,5.157900,0
2022-02-17,5.133567,5.180000,5.121471,5.135800,5.135800,0
2022-02-18,5.168756,5.175100,5.116900,5.170600,5.170600,0
2022-02-21,5.136400,5.149900,5.074800,5.137500,5.137500,0
2022-02-22,5.102300,5.106600,5.046696,5.102700,5.102700,0
2022-02-23,5.057200,5.060600,4.996500,5.057100,5.057100,0
2022-02-24,5.006725,5.146600,5.000000,5.008700,5.008700,0
2022-02-25,5.120520,5.166200,5.076349,5.122200,5.122200,0
2022-02-28,5.166000,5.166500,5.151300,5.159400,5.159400,0
2022-03-01,5.158900,5.159900,5.154538,5.158400,5.158400,0
2022-03-02,5.159900,5.212400,5.146400,5.159000,5.159000,0
2022-03-03,5.098700,5.107600,5.018600,5.096503,5.096503,0
2022-03-04,5.031000,5.097900,5.026275,5.030900,5.030900,0
2022-03-07,5.058900,5.088916,5.026200,5.060560,5.060560,0
2022-03-08,5.110100,5.111830,5.060375,5.110500,5.110500,0
2022-03-09,5.059000,5.060000,4.983800,5.058800,5.058800,0
2022-03-10,5.011100,5.073300,5.000905,5.011500,5.011500,0
2022-03-11,5.010200,5.053000,4.983300,5.009700,5.009700,0
2022-03-14,5.073100,5.083800,5.037000,5.073500,5.073500,0
2022-03-15,5.121700,5.149500,5.089902,5.121400,5.121400,0
2022-03-16,5.163200,5.163700,5.095000,5.163200,5.163200,0
2022-03-17,5.076000,5.104300,5.040100,5.073875,5.073875,0
2022-03-18,5.036666,5.071900,5.008420,5.039400,5.039400,0
2022-03-21,5.017800,5.025100,4.928282,5.017800,5.017800,0
2022-03-22,4.933000,4.948900,4.903000,4.935200,4.935200,0
2022-03-23,4.910000,4.912000,4.843000,4.910000,4.910000,0
2022-03-24,4.824200,4.837570,4.763647,4.824200,4.824200,0
2022-03-25,4.826100,4.828500,4.746200,4.826300,4.826300,0
2022-03-28,4.736900,4.815800,4.730483,4.736900,4.736900,0
2022-03-29,4.764100,4.771100,4.714928,4.764100,4.764100,0
2022-03-30,4.756200,4.786300,4.726700,4.756200,4.756200,0
2022-03-31,4.769700,4.790800,4.723229,4.769700,4.769700,0
2022-04-01,4.737800,4.739600,4.689045,4.737800,4.737800,0
2022-04-04,4.657200,4.670100,4.604057,4.657200,4.657200,0
2022-04-05,4.593800,4.669100,4.575500,4.593800,4.593800,0
2022-04-06,4.650700,4.712600,4.647900,4.650700,4.650700,0
2022-04-07,4.715200,4.769900,4.690400,4.715200,4.715200,0
2022-04-08,4.752100,4.791300,4.707518,4.752100,4.752100,0
2022-04-11,4.698000,4.732600,4.684016,4.698100,4.698100,0
2022-04-12,4.693600,4.697100,4.621500,4.693600,4.693600,0
2022-04-13,4.673100,4.702300,4.653200,4.673100,4.673100,0
2022-04-14,4.690200,4.738100,4.669788,4.690200,4.690200,0
2022-04-15,4.701000,4.710000,4.696500,4.701000,4.701000,0
2022-04-18,4.700600,4.704900,4.659300,4.700600,4.700600,0
2022-04-19,4.652000,4.683800,4.637000,4.652000,4.652000,0
2022-04-20,4.665000,4.676700,4.609000,4.665000,4.665000,0
2022-04-21,4.620800,4.621600,4.606555,4.620800,4.620800,0
2022-04-22,4.620800,4.770700,4.617611,4.620800,4.620800,0
2022-04-25,4.795200,4.943000,4.790587,4.795200,4.795200,0
2022-04-26,4.876200,4.995800,4.873625,4.876200,4.876200,0
2022-04-27,4.997800,5.036400,4.977440,4.997800,4.997800,0
2022-04-28,4.963600,5.040900,4.960196,4.963600,4.963600,0
2022-04-29,4.937800,4.954800,4.858228,4.937800,4.937800,0
2022-05-02,4.971300,5.040200,4.967100,4.971300,4.971300,0
2022-05-03,5.084700,5.085800,4.992600,5.084700,5.084700,0
2022-05-04,4.958100,5.028500,4.954729,4.958100,4.958100,0
2022-05-05,4.918800,5.052800,4.903801,4.918800,4.918800,0
2022-05-06,5.028000,5.111400,5.009100,5.028000,5.028000,0
2022-05-09,5.080400,5.148389,5.074281,5.080400,5.080400,0
2022-05-10,5.160900,5.162200,5.111000,5.160900,5.160900,0
2022-05-11,5.131300,5.165100,5.091936,5.131300,5.131300,0
2022-05-12,5.134252,5.207500,5.106800,5.134252,5.134252,0
2022-05-13,5.133400,5.145900,5.068500,5.133400,5.133400,0
2022-05-16,5.058300,5.101700,5.031900,5.058300,5.058300,0
2022-05-17,5.059700,5.060600,4.949100,5.059700,5.059700,0
2022-05-18,4.938100,4.978100,4.915875,4.938100,4.938100,0
2022-05-19,4.967500,4.970300,4.893300,4.967500,4.967500,0
2022-05-20,4.930000,4.931200,4.852000,4.930000,4.930000,0
2022-05-23,4.880200,4.880200,4.789300,4.880200,4.880200,0
2022-05-24,4.813500,4.851000,4.774023,4.813500,4.813500,0
2022-05-25,4.817800,4.858800,4.814712,4.817800,4.817800,0
2022-05-26,4.822800,4.840900,4.776500,4.822800,4.822800,0
2022-05-27,4.768200,4.777900,4.713917,4.768200,4.768200,0
2022-05-30,4.729600,4.741600,4.690600,4.729600,4.729600,0
2022-05-31,4.752400,4.774024,4.696900,4.752400,4.752400,0
2022-06-01,4.730400,4.806800,4.721500,4.730400,4.730400,0
2022-06-02,4.815500,4.816600,4.773600,4.815500,4.815500,0
2022-06-03,4.795700,4.828400,4.765131,4.795700,4.795700,0
2022-06-06,4.775000,4.802700,4.745628,4.775000,4.775000,0
2022-06-07,4.794200,4.926400,4.789800,4.794200,4.794200,0
2022-06-08,4.867526,4.904300,4.842500,4.867526,4.867526,0
2022-06-09,4.898100,4.915600,4.865091,4.898100,4.898100,0
2022-06-10,4.903300,5.008600,4.883527,4.903300,4.903300,0
2022-06-13,4.984000,5.134800,4.983900,4.984000,4.984000,0
2022-06-14,5.113400,5.134300,5.083500,5.113400,5.113400,0
2022-06-15,5.116100,5.131100,5.082382,5.116100,5.116100,0
2022-06-16,5.052000,5.053900,5.046274,5.052000,5.052000,0
2022-06-17,5.052200,5.146500,5.049120,5.052200,5.052200,0
2022-06-20,5.152100,5.186600,5.135865,5.152100,5.152100,0
2022-06-21,5.187200,5.189000,5.117500,5.187200,5.187200,0
2022-06-22,5.122800,5.178600,5.120937,5.122800,5.122800,0
2022-06-23,5.193600,5.212000,5.165558,5.193600,5.193600,0
2022-06-24,5.238000,5.273400,5.202000,5.238000,5.238000,0
2022-06-27,5.241400,5.273200,5.200900,5.241400,5.241400,0
2022-06-28,5.236800,5.260100,5.186483,5.236800,5.236800,0
2022-06-29,5.266600,5.272400,5.208400,5.266600,5.266600,0
2022-06-30,5.180900,5.268800,5.177619,5.180900,5.180900,0
2022-07-01,5.252000,5.335400,5.249412,5.252000,5.252000,0
2022-07-04,5.331000,5.331400,5.287100,5.331000,5.331000,0
2022-07-05,5.328300,5.401300,5.304464,5.328300,5.328300,0
2022-07-06,5.385200,5.459700,5.381861,5.385200,5.385200,0
2022-07-07,5.428000,5.429500,5.329027,5.428000,5.428000,0
2022-07-08,5.338200,5.363200,5.277800,5.338200,5.338200,0
2022-07-11,5.254000,5.359000,5.250876,5.254000,5.254000,0
2022-07-12,5.377200,5.427000,5.371500,5.377200,5.377200,0
2022-07-13,5.436500,5.462500,5.362110,5.436500,5.436500,0
2022-07-14,5.390900,5.486600,5.388757,5.390900,5.390900,0
2022-07-15,5.422800,5.446100,5.375200,5.422800,5.422800,0
2022-07-18,5.410100,5.410600,5.350735,5.410100,5.410100,0
2022-07-19,5.436800,5.438500,5.371300,5.436800,5.436800,0
2022-07-20,5.413100,5.448000,5.384050,5.413100,5.413100,0
2022-07-21,5.470200,5.502300,5.431200,5.470200,5.470200,0
2022-07-22,5.497800,5.501500,5.435300,5.497800,5.497800,0
2022-07-25,5.496700,5.499600,5.399200,5.496700,5.496700,0
2022-07-26,5.356300,5.389700,5.331600,5.356300,5.356300,0
2022-07-27,5.350100,5.351000,5.291000,5.350100,5.350100,0
2022-07-28,5.243000,5.269000,5.174200,5.243000,5.243000,0
2022-07-29,5.182700,5.218888,5.148400,5.182700,5.182700,0
2022-08-01,5.171200,5.192600,5.127050,5.171200,5.171200,0
2022-08-02,5.184000,5.244200,5.157262,5.184000,5.184000,0
2022-08-03,5.277700,5.313000,5.246200,5.277700,5.277700,0
2022-08-04,5.282700,5.292000,5.211857,5.282700,5.282700,0
2022-08-05,5.211100,5.270994,5.181602,5.211100,5.211100,0
2022-08-08,5.164600,5.166300,5.102100,5.164600,5.164600,0
2022-08-09,5.110100,5.146700,5.093100,5.110100,5.110100,0
2022-08-10,5.123700,5.127700,5.035500,5.123700,5.123700,0
2022-08-11,5.093700,5.155400,5.056500,5.093700,5.093700,0
2022-08-12,5.157000,5.160900,5.082800,5.157000,5.157000,0
2022-08-15,5.074900,5.136300,5.067652,5.074900,5.074900,0
2022-08-16,5.095600,5.149100,5.075443,5.095600,5.095600,0
2022-08-17,5.141739,5.211300,5.141095,5.141739,5.141739,0
2022-08-18,5.165000,5.197000,5.129600,5.165000,5.165000,0
2022-08-19,5.167000,5.217000,5.164235,5.167000,5.167000,0
2022-08-22,5.168400,5.202100,5.161800,5.168400,5.168400,0
2022-08-23,5.156100,5.157100,5.071300,5.156100,5.156100,0
2022-08-24,5.103500,5.120300,5.077318,5.103500,5.103500,0
2022-08-25,5.110100,5.139700,5.081051,5.110100,5.110100,0
2022-08-26,5.108700,5.113700,5.064000,5.108700,5.108700,0
2022-08-29,5.062500,5.077800,5.024100,5.062500,5.062500,0
2022-08-30,5.027200,5.076500,4.998009,5.027200,5.027200,0
2022-08-31,5.121900,5.196800,5.093873,5.121900,5.121900,0
2022-09-01,5.181700,5.232300,5.144000,5.181700,5.181700,0
2022-09-02,5.240400,5.248076,5.170300,5.240400,5.240400,0
2022-09-05,5.171000,5.187400,5.140804,5.171000,5.171000,0
2022-09-06,5.153900,5.237400,5.123166,5.153900,5.153900,0
2022-09-07,5.247200,5.248700,5.243601,5.247200,5.247200,0
2022-09-08,5.246700,5.249200,5.186014,5.246700,5.246700,0
2022-09-09,5.213300,5.214300,5.140100,5.213300,5.213300,0
2022-09-12,5.146300,5.147700,5.103637,5.146300,5.146300,0
2022-09-13,5.092000,5.201900,5.066973,5.092000,5.092000,0
2022-09-14,5.189800,5.195600,5.151944,5.189800,5.189800,0
2022-09-15,5.162700,5.234900,5.159892,5.162700,5.162700,0
2022-09-16,5.246100,5.307600,5.242726,5.246100,5.246100,0
2022-09-19,5.250700,5.298000,5.174300,5.250700,5.250700,0
2022-09-20,5.172300,5.172300,5.172300,5.172300,5.172300,0
